av,title,time,region0,region,views,danmaku,replys,favorites,coins,shares,likes
12340000,【PONYEFFECT】大师眼影盘五种风格演示,2013-06-25 10:22:26,游戏,美妆,471,2,1,19,1,2,1
12420000,练练娜可露露,2013-06-27 22:59:46,游戏,手机游戏,27,0,0,0,0,0,0
12500000,2012年亚洲杯乒乓球赛男单14决赛许昕—高木和卓（日本）20120407,2013-06-30 13:13:11,鬼畜,运动,385,3,4,9,2,1,0
12540000,GTA5 联系人任务中惊现NPC游艇,2013-07-01 16:11:55,动画,单机游戏,188,0,2,0,2,9,1
12560000,BTS English Remix-Cover by Dkaf 合集,2013-07-02 05:35:07,动画,Korea相关,625,3,19,9,4,1,0
12760000,【金毛吃不了鸡】莽夫遇上摩的,2013-07-08 00:13:21,动画,网络游戏,32,0,0,4,0,0,0
12780000,0730朴泰桓翻看中国粉丝自制纪念册,2013-07-08 17:53:31,音乐,日常,4543,40,67,104,52,16,7
12840000,【EFFECT】超强猎空单排两连胜登顶亚服,2013-07-10 14:10:23,音乐,电子竞技,5352,162,56,51,6,12,4
12940000,Logan Paul Vlogs - THEY GOT IT...,2013-07-13 12:14:58,舞蹈,日常,528,9,5,0,0,1,0
13040000,【Red Velvet】哆啦A梦 裴珠泫,2013-07-16 11:39:47,动画,Korea相关,5520,9,39,165,14,23,5
13140000,【大熊猫】大熊猫宝宝睡觉真是太可爱了， 心都萌化了_高清,2013-07-19 10:35:50,生活,动物圈,6968,64,31,189,31,26,13
13200000,[盘旋dota2]ti7淘汰赛 newbee对阵EG bo2 p1_bilibili,2013-07-20 22:11:55,科技,电子竞技,120,0,2,0,0,2,0
13280000,【杨洋】2015年4月《南都娱乐周刊》,2013-07-23 06:40:05,科技,风尚标,183,0,1,5,0,1,0
13360000,【实况娱乐视频】猫咪斗恶龙-终有一天我会死去，而你将加冕为王！,2013-07-25 10:46:01,动画,单机游戏,55,0,1,0,0,0,0
13560000,Pentatonix - Problem,2013-07-30 15:34:57,生活,MV,193,1,4,9,0,1,0
13660000,零基础也能学会的法语歌: 小小恋歌法语入门,2013-08-02 00:10:05,游戏,演讲• 公开课,109,0,1,3,0,1,0
13740000,【原知胃健康公益动画短片推荐】杭州公益广告~健康知识讲解动画！,2013-08-04 00:26:09,音乐,综合,792,0,0,9,0,14,0
13940000,台湾妹子逛清华竟然迷路了？被问是否愿意和大陆男生交往,2013-08-08 23:28:45,动画,其他,8081,45,7,16,4,3,10
14000000,【哈利波特】【德赫】【油管搬运】l'll forget about you,2013-08-10 14:45:03,游戏,影视剪辑,1127,21,96,53,10,15,11
14060000,【蚂蚁】捕食场面太凶了！一口卸掉小强大腿！,2013-08-11 22:22:29,动画,动物圈,922,2,5,2,4,0,2
14100000,看过你就输了之国产剧第一弹,2013-08-12 22:20:42,科技,影视剪辑,71702,7219,710,499,151,229,58
14120000,【大黒PA】超跑在日本系列---- 兰博基尼AventadorSV ＆Speciale Huracan＆ 488,2013-08-13 13:08:06,游戏,运动,307,0,0,6,0,8,1
14140000,【老gaygay】平民审判炸弹之母,2013-08-13 20:51:53,科技,网络游戏,222,0,9,2,2,1,1
14180000,孤影王者荣耀：两位怕是在中央戏精学院毕业,2013-08-14 21:53:12,游戏,电子竞技,5015,277,30,49,15,13,6
14200000,［橡皮章］四个包裹的拆包,2013-08-15 13:38:21,动画,手工,217,3,4,0,0,0,0
14260000,【梦间集手书】起舞吧，昼夜的彼端#梦间集剑舞笙歌#,2013-08-16 21:00:13,动画,短片·手书·配音,23553,110,123,1579,264,78,102
14360000,【良兔子】炫舞时代泡泡模式：Time to love 2,2013-08-19 08:31:20,游戏,音游,65,0,0,0,0,8,0
14460000,【天行九歌】红莲：老头你敢放蛇吓我！！！,2013-08-21 17:18:40,动画,国产原创相关,4856,94,60,69,29,6,31
14500000,刘亦菲那些很仙的角色,2013-08-22 17:16:22,游戏,预告 资讯,153,0,7,2,0,1,0
14540000,3ds录出来怪怪的,2013-08-23 16:24:34,游戏,单机游戏,124,1,0,0,0,0,1
14600000,一个不明觉厉的口红试色,2013-08-25 00:25:10,游戏,美妆,164,1,9,4,6,3,0
14820000,坎巴拉太空计划-基础教程-标识与仪表,2013-08-31 06:55:42,动画,单机游戏,135,5,2,5,9,1,1
14900000,代码学园 2014,2013-09-02 22:47:24,游戏,短片,3215,69,46,63,28,11,10
15020000,节日快乐  来自夜晚的呼唤  至尊VIP 就是不一样【中华田园犬】,2013-09-07 21:10:07,动画,动物圈,819,12,14,4,8,40,14
15040000,【GNZ48 Team G】20171003 深圳电玩节群握官方直播回放,2013-09-08 13:49:06,动画,明星,1018,11,8,19,1,15,2
15300000,【广告】潘玮柏田馥甄Hebe康师傅冰红茶 畅快够爽 冰力十足_高清_201710111742,2013-09-19 19:47:21,游戏,广告,2227,2,2,14,11,10,2
15360000,Ivana Wong Fragrance of Music,2013-09-21 20:19:08,游戏,音乐现场,363,11,2,40,12,11,5
15380000,【崩坏3】记忆战场ss飞机：追上我也不让你嘿嘿嘿！,2013-09-22 19:14:34,音乐,手机游戏,24794,133,393,80,98,62,10
15400000,今年最后一个双刘|【就是为了嫖歌】好梦如旧|踩点剪辑调色什么都没有|双刘三角|未完待续|赠九九,2013-09-23 20:19:43,动画,影视剪辑,844,24,27,42,17,0,12
15520000,[喵星人哈唧作]喵星人的脾气有多大……爆发鹰的眼睛熊的力量豹的速度竟然只是因为……,2013-09-29 16:10:19,动画,动物圈,251,2,6,2,0,0,3
15540000,震惊活动毕业之后的咸鱼居然做出这种事情,2013-09-30 11:31:13,音乐,手机游戏,90,1,4,0,4,1,1
15560000,【しゅんすけくん。】梦游病者于此岸,2013-10-01 02:17:40,游戏,翻唱,482,0,5,60,5,17,22
15620000,GTsport 课程18,2013-10-03 07:22:19,游戏,电子竞技,30,0,0,2,1,0,0
15720000,【中字】橋本環奈 第30届东京国际电影节 开幕式 红毯采访,2013-10-06 11:41:13,游戏,明星,3255,21,7,48,23,15,28
15800000,我的世界，空岛战争。,2013-10-09 13:40:25,音乐,网络游戏,69,2,3,0,0,1,0
15820000,广州国际灯光节,2013-10-10 12:13:04,游戏,日常,254,0,0,2,2,0,0
15860000,【Vincent】甜美又可爱的耳圈染 发色,2013-10-12 07:19:48,游戏,美妆,24769,74,37,768,198,168,113
15980000,王者荣耀：女娲或下周上线，超远射程无伤点塔，四技能英雄售价13888！,2013-10-17 00:39:49,生活,电子竞技,2664,7,19,7,3,19,5
16000000,Angelababy轻熟优雅登《时装L’OFFICIEL》2月封面_高清,2013-10-17 22:48:30,游戏,服饰,1340,4,70,24,0,10,6
16060000,主播在使命召唤ol的傻傻时刻,2013-10-20 03:34:31,游戏,网络游戏,86,1,13,2,0,2,1
16140000,道具赛技巧（6）,2013-10-23 14:04:48,动画,电子竞技,264,0,1,2,2,3,1
16160000,【4月】DRIVE HEAD 机动救急警察 18,2013-10-24 11:59:21,生活,连载动画,4075,4,5,4,2,0,40
16260000,翡翠尖叫 细思极恐  stage 5  失踪人口回归,2013-10-27 22:16:49,游戏,手机游戏,10,0,1,0,0,0,0
16320000,【ChelseaYang】一盘给你秋冬光泽妆容 | Charlotte Tilbury Beauty Glow,2013-10-30 19:14:56,游戏,美妆,277,0,2,4,0,1,0
16340000,碧蓝幻想咸鱼水老王SOLO水团100HL,2013-10-31 17:31:11,动画,手机游戏,823,0,1,3,2,0,0
16400000,这个冬天，跟随LACOSTE L!VE等风来,2013-11-02 21:34:58,音乐,风尚标,76,0,2,2,0,1,1
16420000,【姬姬】Fate/GrandOrder  尼禄祭高难第五幕 战士之母,2013-11-03 14:48:42,音乐,手机游戏,37,0,0,2,3,0,3
16500000,越早卸载越早幸福,2013-11-06 21:15:18,游戏,单机游戏,64,7,19,5,13,0,5
16600000,本周乱斗，一回合一个大表哥,2013-11-10 14:14:08,动画,电子竞技,6397,13,11,4,3,13,3
16620000,【天使之路】终场大秀01,2013-11-10 23:08:09,动画,综艺,27309,417,31,64,2,23,17
16640000,[北京师范大学国家级精品课程：复变函数教程].复变函数0,2013-11-11 18:23:30,音乐,演讲• 公开课,6675,6,16,423,14,25,18
16700000,【RM】-片段-跳水，钟国：哦~有点令人害怕呢。,2013-11-14 12:22:53,音乐,Korea相关,7764,24,10,21,7,6,8
16880000,【妹纸玩战舰世界】美驱法拉格特的周末任务杀人鲸行动,2013-11-21 13:58:18,游戏,网络游戏,193,1,9,0,7,7,1
16980000,ひきがや小町 英雄联盟 超CARRY的一局ADC奥巴马哟 3,2013-11-25 00:20:51,动画,电子竞技,114,0,0,0,0,0,4
17000000,【回顾】2017暑期虫洞开放日混剪,2013-11-25 22:03:34,游戏,日常,2859,15,48,11,2,11,24
17080000,［火影忍者手游］鼬的真相最后一章,2013-11-29 17:56:02,游戏,手机游戏,171,3,4,0,0,2,0
17120000,【七日杀a16】第11期 探秘地下信号井,2013-12-01 01:34:29,游戏,单机游戏,903,29,17,3,6,2,13
17260000,【K-POP IDOLS】当你的爱豆遇到了虫子㈡,2013-12-06 23:20:03,游戏,Korea相关,7312,115,20,140,0,6,17
17320000,【MMD 60FPS】空姐们提前庆祝圣诞节了！等你们把她们抱回家！,2013-12-09 00:16:34,生活,MMD·3D,892,0,10,178,11,1,13
17360000,【青鸾式旗袍洛天依】看我用眼神秒杀你！[>_<],2013-12-10 21:46:22,游戏,MMD·3D,2577,8,61,470,65,10,81
17480000,企业内部审计问题_注册会计师审计价格_注册会计师审计实例价钱,2013-12-15 20:21:24,音乐,演讲• 公开课,19,0,0,0,0,0,0
17500000,VLOG 01 分享一个出游旅行必备的清单，纯干货知识哦,2013-12-16 19:03:35,游戏,日常,791,1,12,11,6,7,10
17520000,[Zoé的法国日常]up主消失这么久原来是去!....,2013-12-17 17:03:42,游戏,日常,205,6,2,1,5,0,5
17600000,平安夜♂那个男人会来吗,2013-12-21 01:13:12,鬼畜,其他,3655,17,15,5,9,12,10
17700000,【融哥解说】王者荣耀 新模式五军对决试玩，一炮双雕带领队伍拿第二,2013-12-24 21:45:52,动画,手机游戏,57,0,4,2,4,0,4
17760000,LO MEJOR DE HIPER EN 2017,2013-12-27 14:08:08,游戏,网络游戏,194,0,0,3,1,2,0
17840000,十二大战片头曲,2013-12-30 17:00:25,游戏,综合,267,0,0,7,0,4,3
17860000,【周杰伦战队cut】《水手很忙&牛仔怕水》周杰伦 董姿彦 达布希勒图 卓猷燕 陈颖恩（中国新歌声第二季）,2013-12-31 13:51:03,动画,综艺,4723,23,5,78,9,24,29
17900000,18年你好,2014-01-01 18:40:49,游戏,网络游戏,189,0,13,1,12,2,10
18160000,挠咦斯,2014-01-12 10:32:40,游戏,手机游戏,28,0,0,0,0,0,0
18200000,西游记剧场版,2014-01-13 16:52:11,游戏,搞笑,4091,92,29,131,14,34,41
18280000,【上古卷轴5】那是一道美丽的抛物线,2014-01-16 15:57:46,音乐,单机游戏,105,0,5,2,0,1,7
18380000,我和她的世界末日之猜数字小游戏,2014-01-19 21:31:08,音乐,单机游戏,643,8,11,12,6,11,6
18460000,[辐射4],2014-01-22 15:58:08,游戏,单机游戏,107,0,4,0,3,1,2
18500000,【OH MY GIRL】迷你5辑主打曲《秘密花园》MV&音乐银行现场,2014-01-23 20:02:12,音乐,Korea相关,174,0,4,0,0,0,2
18620000,再现卢本伟？这个外挂厉害了,2014-01-27 11:21:34,鬼畜,网络游戏,113,0,2,0,2,1,2
18640000,【中字】Brick|<合体>就算飞越两千里 也要给你带来惊喜,2014-01-27 21:00:19,游戏,日常,9279,35,29,132,47,8,129
18680000,刺客信条：起源 DLC预告【4k片源】,2014-01-28 23:04:34,游戏,单机游戏,166,0,0,4,0,1,0
18760000,1.公益广告动态视频广告画面设计视频制作我要视频网,2014-01-31 12:45:21,游戏,其他,32,0,0,0,0,0,0
18860000,【板栗】童年国语版日漫配音，你没看过算我输！,2014-02-03 18:01:10,生活,综合,1446,79,70,25,47,4,35
18880000,【七幕人生】音乐剧《剧院魅影》百老汇版卡司在《今日秀》上表演《Music of the Night》（搬）,2014-02-04 11:07:10,游戏,音乐综合,3692,46,34,105,9,25,12
18900000,《永远的七日之都》实验网上合影装的玄学是不是真的有用,2014-02-04 20:36:12,音乐,手机游戏,2801,17,85,28,23,7,14
19100000,心【重音テト：公式（泳衣）】,2014-02-09 21:41:36,动画,音游,211,3,12,21,0,2,5
19140000,【Red Velvet】Bad Boy Live 舞台混剪五合一,2014-02-10 22:15:09,游戏,Korea相关,148,0,0,3,0,0,1
19160000,【AMBER STUDIO】原创自制VLOG-用iPhone 6 plus拍摄旅行日记-美国东西海岸,2014-02-11 15:39:33,动画,日常,240,0,1,4,0,2,1
19180000,王者荣耀技能恶搞 诸神懦夫，人间强者,2014-02-12 00:48:35,动画,手机游戏,790,12,7,2,6,0,9
19260000,【180206 YUKIri 直播录制】怪物猎人：世界,2014-02-14 00:05:06,音乐,单机游戏,667,2,21,14,10,2,46
19300000,跑跑卡丁车，这是什么挂，新型挂吗，从来没见过,2014-02-14 20:32:23,番剧,电子竞技,359,7,6,5,4,1,1
19320000,91年　玉置浩二・薬師丸ひろ子結婚 -,2014-02-15 11:04:29,音乐,综艺,3282,14,9,41,6,15,8
19340000,週刊新曲VOCALOIDランキング#59,2014-02-15 18:29:31,音乐,VOCALOID·UTAU,142,5,3,5,2,5,4
19360000,【掘地求升】新世界纪录 - 1m 44.774s 速通（Lumonen）,2014-02-16 06:42:50,音乐,单机游戏,27455,154,155,140,33,137,69
19380000,[星途WeGoing]票圈里还有人玩这个吗,2014-02-16 17:58:06,动画,手机游戏,47,1,2,3,5,5,3
19660000,【红蝶】后面一段 零真红之蝶 第六期++++,2014-02-25 12:00:07,番剧,单机游戏,41,0,0,0,0,0,0
19720000,【噬神者2RB】(1级装备挑战) 店擬？泥巴？煤氣爐？,2014-02-27 12:46:53,影视,单机游戏,209,2,8,5,12,12,9
19740000,『铁路』火车视频-雨中宁芜,2014-02-28 01:26:39,游戏,其他,2650,14,15,23,25,8,12
19760000,[TSKS]孝利家民宿2.E03.180218.中字,2014-02-28 18:59:12,音乐,Korea相关,231496,5408,436,2913,652,192,945
19800000,【长剧情】沈西林X高晨 黄渤X严屹宽 汉奸X卧底 高H有火箭慎入 民国,2014-03-01 19:45:15,动画,明星,17524,738,290,642,527,184,553
19820000,新人UP主钻石上分路第一期———天蝎座无量战尊皮肤,2014-03-02 12:34:00,生活,电子竞技,400,4,1,0,0,1,1
19920000,性感小姐姐的日常化妆过程 GRWM 【cutiecaryn】,2014-03-05 23:47:53,生活,美妆,354,0,2,12,0,1,11
19940000,模拟人生4捏人 呐呐的捏人视频,2014-03-06 20:07:35,游戏,单机游戏,449,34,5,5,15,6,13
19960000,My First Vlog,2014-03-07 15:29:06,科技,日常,66,0,9,0,4,2,3
19980000,【马鹿】ナツコイ,2014-03-08 02:24:53,游戏,明星,1240,4,18,58,26,5,20
20120000,徐王驹 fgo 哈桑中的哈桑,2014-03-12 10:39:37,音乐,手机游戏,46,0,1,0,0,0,1
20200000,古惑仔的一天,2014-03-15 01:17:34,游戏,网络游戏,1305,1,73,7,4,7,14
20220000,【PVZ】九章阵华录-主S2-核武二炮【开局】,2014-03-15 16:40:12,鬼畜,单机游戏,2159,5,20,22,18,5,27
20240000,【6年老手】《战火英雄》 第1话 失控的毒剂（剧情+战术）,2014-03-16 00:32:20,游戏,单机游戏,485,1,9,13,15,4,15
20280000,炉石传说-狗头人与地下世界 德鲁伊篇,2014-03-17 00:39:24,动画,网络游戏,524,8,5,0,2,1,2
20360000,京剧资料 乌龙院 小麟童 孙毓敏_标清,2014-03-20 00:02:05,影视,日常,400,0,1,27,5,8,5
20400000,姐姐教你，如何分辨南红包浆料？,2014-03-21 15:31:46,游戏,日常,25,0,0,0,0,0,0
20480000,彩虹6号：赠送4包爆发包，非酋的开包,2014-03-23 14:16:08,鬼畜,电子竞技,146,6,2,0,4,2,4
20500000,【帅气的影狐】老外看秦时明月天行九歌第一集 鱼跑了，钱没了,2014-03-23 22:25:40,游戏,国产原创相关,12445,299,286,64,190,18,207
20560000,崩坏3 影骑士.月轮，红莲深渊单人站场体验,2014-03-26 03:05:20,音乐,手机游戏,1029,1,13,2,0,2,2
20620000,【刘东】0310录屏完整,2014-03-28 12:46:20,游戏,日常,343,2,1,9,6,5,6
20680000,4k,2014-03-29 23:25:12,音乐,电子竞技,19,0,1,0,2,0,0
20700000,开心剧乐部：吴京真被节目组坑惨了！饺子变大葱，上来就吃真汉子,2014-03-30 14:15:10,音乐,影视剪辑,1269,0,0,3,0,2,3
21000000,注册机音乐 TOP100！ (8-Bit音乐),2014-04-07 14:56:48,舞蹈,音乐综合,9887,32,89,545,125,30,135
21040000,螺旋钻，梦寐以求的互换结晶,2014-04-08 16:57:31,生活,手机游戏,280,0,6,0,12,1,2
21100000,【周涛|2018生贺】明星,2014-04-10 15:01:43,生活,影视剪辑,1513,18,5,95,28,1,28
21280000,《丝绸之路》作曲：姜莹  演奏：中央民族乐团【多彩版】,2014-04-14 19:13:07,生活,演奏,3581,20,26,206,29,70,57
21300000,沪教菁英班第4讲测试1,2014-04-15 13:00:34,动画,演讲• 公开课,48,0,2,0,0,0,0
21320000,离骚-易烊千玺-3D环绕加变音女生请自备耳机全程高能,2014-04-15 23:30:57,游戏,其他,3292,8,4,24,9,7,25
21340000,EVE教程：二级任务·仁慈之心-编号11,2014-04-16 17:58:32,娱乐,网络游戏,177,1,2,4,6,0,6
21520000,[cover] Instagram-DEAN,2014-04-21 12:39:51,游戏,翻唱,2039,0,8,45,13,8,19
21540000,李敏镐-你不是很好吗,2014-04-21 21:24:06,科技,明星,249,3,3,9,2,3,1
21580000,爆笑南北方差异：我是一只来自北方的狼，却在南方冻成了狗,2014-04-22 23:10:12,游戏,搞笑,1615,5,2,5,7,12,17
21660000,【Fischer’s】【多P】フィッシャーズのぺけクラ【リアルマインクラフト】第1話 (生肉),2014-04-25 13:24:03,动画,搞笑,111,0,2,7,0,0,3
21680000,promise,2014-04-25 21:25:45,动画,音游,420,0,7,39,11,2,13
21720000,真恋～寄语枫秋 第二十期 True Love Confide to the Maple,2014-04-26 19:11:37,游戏,单机游戏,9,0,0,2,0,1,1
21740000,闲鱼1300收的Gear S3先锋版（对比初代Apple Watch）,2014-04-27 09:50:05,音乐,手机平板,3096,4,18,6,9,1,5
21880000,【生肉】十大水上漂浮建筑,2014-04-30 23:47:36,娱乐,趣味科普人文,729,1,0,17,0,0,2
22000000,【经典战略游戏】狂王的后继者 全剧情 流程 音乐 1998年,2014-05-03 09:39:04,音乐,单机游戏,2805,3,57,37,10,2,21
22080000,4K 鹿儿岛县 『春の散步道』Panasonic GH5S & MOZA AirCross,2014-05-04 20:53:33,娱乐,趣味科普人文,789,2,3,26,5,9,8
22140000,今天我来教你设置手机来电壁纸，快来学习吧,2014-05-06 14:35:08,音乐,手机平板,276,0,2,0,2,0,3
22240000,从《绝地求生》看实事，决赛圈里拼补给，叙美饿谁会吃鸡？,2014-05-09 08:56:26,游戏,手机游戏,63,1,2,0,0,5,2
22260000,【剑网3】四奶的酸臭恋爱气息 （秀毒&花琴）,2014-05-09 19:08:29,游戏,其他,1127,4,10,31,15,10,16
22320000,【FGO】爱抖露天团,2014-05-10 21:29:40,音乐,手机游戏,85878,238,585,313,1689,237,1337
22400000,敲铃铛的老牛 气的ADC一直在说我哈哈哈哈哈,2014-05-12 14:05:28,动画,网络游戏,698,1,5,1,2,6,1
22600000,【崩坏3】谁说鬼凯不能深渊主c的？我07战车今天就要强行抬（害）一手鬼凯！,2014-05-17 18:41:52,生活,手机游戏,5216,29,70,13,43,15,20
22620000,Kraftwerk - Neon Lights (Remix),2014-05-18 01:05:26,动画,电音,130,0,1,6,2,2,4
22700000,【朴孝信】8辑先行曲“别时”(別 時)预告影像 Teaser 5,2014-05-19 21:23:05,游戏,Korea相关,225,2,2,5,2,5,8
22740000,好久没玩了玩一下，中间开始发挥，带走这群家伙赢了,2014-05-20 22:13:55,游戏,网络游戏,21,0,0,3,2,1,2
22780000,【Kingdomino|多米诺王国】一个圈地自萌的桌游,2014-05-22 01:01:54,影视,日常,382,1,1,3,2,11,5
22920000,淘宝买了抖音上非常火的“妖娆花”，这花妖娆的差点闪到腰,2014-05-24 23:13:33,音乐,日常,69016,277,278,340,219,300,1029
22960000,「托兰异世录」樱花祭典，快来赏樱呀！,2014-05-25 18:19:13,科技,手机游戏,226,0,4,0,6,2,2
23060000,【消灭都市国服排位战】Fine Day Tomorrow(复刻版)：光木花屋×牧野（满条件木平衡12.25倍队）【1080P/60FPS】,2014-05-28 10:56:15,音乐,手机游戏,95,0,6,2,0,0,7
23080000,拳皇14网战集锦18.5.06,2014-05-28 18:45:50,动画,单机游戏,206,4,2,1,2,1,3
23560000,3.xPVP怀旧纪念,2014-06-07 12:44:17,动画,网络游戏,261,1,5,4,13,4,2
23600000,【滚动的天空】荷鲁斯之眼通关,2014-06-07 21:20:26,音乐,手机游戏,31,0,3,0,0,1,0
23660000,【Helen】拼贴27.0 | 想建一座天空之城 | 几何形状拼贴 | 简单2页拼贴 | 手账排版分享 | 止域 ENJO,2014-06-08 17:54:45,科技,手工,508,1,10,12,1,0,18
23680000,SMITE神之浩劫秀你坐下,2014-06-08 23:32:34,音乐,电子竞技,748,6,3,2,5,7,11
23740000,同为1799元，骁龙660+主打拍照+快充，小米6X和Note3你选哪个？,2014-06-10 07:21:38,游戏,手机平板,3091,4,34,3,2,10,3
23780000,护肤达人婉卿教你战胜肌肤问题：碧欧泉奇迹水,2014-06-10 21:02:53,游戏,美妆,0,0,0,0,0,0,0
23840000,吊炉烧饼2012年拍摄,2014-06-11 21:41:57,游戏,美食圈,329,0,3,0,0,1,1
23860000,【柴犬Maru】Maru:苦练挖煤技术，窝要赚很多很多小钱钱让粑粑麻麻过上好日子！,2014-06-12 11:24:19,游戏,动物圈,1561,21,29,21,32,9,34
23920000,180525 KBS音乐银行 女团LIVE现场合集 大势防弹少年团一位,2014-06-13 13:04:55,游戏,音乐现场,5598,49,13,43,0,3,10
24100000,【公开课】人类与核科技发展【复旦大学】,2014-06-16 11:32:41,游戏,演讲• 公开课,246,0,0,18,1,2,1
24120000,【中字】花后晴天第七集预告 音要转校!伤心的晴… 命运的车轮开始转动5_29(火)『花のち晴れ〜花男 Next Season〜』#7【TBS】,2014-06-16 18:54:45,游戏,预告 资讯,824,0,3,2,0,0,2
24160000,飞翔吧！我的故乡！【东海地区】,2014-06-17 16:09:51,游戏,音乐综合,1285,4,0,76,2,1,7
24300000,【快乐星猫系列/MMD】Centuries【大尾】（自改模型测试）,2014-06-20 14:02:17,游戏,MMD·3D,595,6,10,27,14,2,12
24360000,2018.6.3行列のできる法律相談所【 古舘伊知郎に収録中キレた女優Kとは衝撃の映像公開SP】,2014-06-21 15:04:17,游戏,综艺,2199,3,0,25,1,2,6
24600000,第一次拍摄广告，多谅解,2014-06-25 23:23:55,影视,广告,63,0,1,0,0,0,1
24620000,1984年庞蒂亚克车系广告,2014-06-26 12:46:17,动画,汽车,783,3,5,32,14,10,8
24640000,【学习】Study with me-2018年6月10日,2014-06-26 19:14:00,游戏,日常,37,0,0,0,0,1,0
24720000,【锤基】on my own。（主洛基视角向最后有部分索尔视角）,2014-06-28 07:46:11,生活,影视剪辑,233,1,8,17,15,1,11
24900000,王者的摄影后期课-photoshop液化,2014-07-01 10:45:45,音乐,野生技术协会,2239,27,14,338,40,25,43
24920000,我在十点差三分的时候开始想你 cover花粥 尤克里里弹唱,2014-07-01 16:55:05,游戏,音乐综合,206,0,0,2,0,6,4
25020000,【指绘】一只很久以前的赛姐——永远的七日之都,2014-07-03 11:00:18,游戏,绘画,174,2,5,8,11,1,17
25100000,成龙大哥给白丝小姐姐做按摩,2014-07-04 16:22:05,游戏,影视剪辑,79702,40,14,1194,22,44,122
25160000,你们说，我是不是要把它们抓起来,2014-07-05 15:36:07,游戏,动物圈,44,1,6,0,2,0,3
25220000,这是今天给小姐姐拍的预告片,2014-07-06 14:32:19,科技,日常,1009,0,12,5,8,7,49
25240000,王者荣耀 队友全部阵亡， 诸葛亮1打5， 完成5杀守住水晶,2014-07-06 19:55:57,音乐,电子竞技,146,0,1,0,3,2,0
25460000,【少儿爵士】【热舞舞蹈会所颛桥店】上海闵行颛桥颛兴都市路 专业学舞蹈学跳舞  0623,2014-07-10 08:19:53,娱乐,三次元舞蹈,85,0,0,2,0,1,0
25500000,[舞台] 180616/180617 Wanna One - Light Simply K-Pop/人气歌谣,2014-07-10 18:50:12,游戏,Korea相关,243,0,4,5,4,2,8
25640000,年度最便宜835手机 399元上车三星S8,2014-07-12 21:14:51,音乐,手机平板,394012,1526,650,596,188,350,728
25720000,【魔改+大场面】mental omega3.3.3 心灵控制 与 “光芒中的指挥官大人..”,2014-07-13 23:39:52,音乐,单机游戏,5400,55,135,42,120,1,68
25740000,【航模】小罗700直升机飞行暴力不要不要的……,2014-07-14 12:03:55,鬼畜,机械,1281,7,11,11,4,2,5
25760000,蓝莓兔子酱*黑猫石榴裙,2014-07-14 17:08:59,游戏,绘画,29,0,1,0,0,0,7
25840000,做人不能太“过桥费” - 「V博」No.003,2014-07-15 18:34:05,生活,日常,23,0,0,0,0,0,0
25920000,不要被琳琳迷惑，你鬼哥还是你鬼哥,2014-07-16 20:07:27,游戏,明星,8955,385,73,666,162,50,417
